id,name,type,lat,lon,opentime,endtime,price,recommendmintime,recommendmaxtime,star
246,黄龙岘村,{人文景观;小众秘境},31.786049,118.694273,0:00,24:00,0,1.5,3,3.9
247,三国村,{人文景观;节庆限定},31.914605,119.107641,9:00,17:00,29.9,2.5,3,3.9
248,文德桥,{人文景观},32.025702,118.795623,0:00,24:00,0,3,3.5,4.6
249,江苏省五台山体育中心,{游乐园/体育娱乐},32.054794,118.779577,6:00,12:00,0,1,1.5,4.8
250,清凉寺,{历史古迹;小众秘境},32.055079,118.767238,6:00,18:00,0,3,3.5,4.5
251,东水关遗址公园,{公园},32.028804,118.805884,0:00,24:00,0,2,2.5,4.6
252,桦墅村,{文化旅游区;小众秘境},32.113117,119.034949,0:00,24:00,0,0.5,1,4.5
253,南京玫瑰园,{公园;节庆限定},31.594432,118.914316,8:00,17:00,25.8,2,3,4.4
254,砂之船奥特莱斯艺术商业广场,{商业街区;网红打卡点;夜经济热点},31.873232,118.835959,10:00,21:00,0,2,3,4.7
255,八卦洲陌上花渡,{游乐园/体育娱乐;节庆限定},32.213676,118.828611,8:30,17:30,29.9,2.5,4,4.2
256,徐家大院,{历史古迹;小众秘境},31.850321,118.683183,0:00,24:00,0,0.5,1,4.6
257,九龙湖,{公园},31.922065,118.819599,0:00,24:00,0,1.5,2,4.5
258,中山烈士陵园,{红色景点},31.636377,119.075835,8:30,17:00,0,2,3,4.8
259,千佛岩,{历史古迹;小众秘境},32.15749,118.9667,0:00,24:00,0,1.5,3,4
260,杜比乐园,{游乐园/体育娱乐;亲子友好;沉浸式体验},31.815429,118.901083,9:00,20:30,29.9,0.5,1,4.1
261,南京十朝历史文化园,{文化旅游区},32.050244,118.849591,0:00,24:00,0,2,3,4.7
262,红枫岗,{公园;节庆限定},32.060786,118.842198,0:00,24:00,0,2,3.5,4.2
263,南京爱情博物馆（新街口店）,{博物馆/纪念馆;网红打卡点},32.042673,118.791498,10:00,22:00,0,3,4,3.7
264,南京天文历史博物馆,{博物馆/纪念馆},32.071241,118.836023,0:00,16:30,0,0.5,1,4.1
265,T80科技文化国际社区,{文化旅游区;网红打卡点},32.047636,118.856242,0:00,24:00,0,1.5,3,4.4
266,杉林氧吧,{公园;小众秘境},32.07762,118.794233,17:00,2:00,0,0.5,1.5,4.7
267,胭脂河,{自然风光;小众秘境},31.648413,118.99019,0:00,24:00,0,0.5,1,4.7
268,世凹桃源,{文化旅游区;小众秘境},31.917016,118.736129,0:00,24:00,0,2.5,3,4.2
269,北丘当代美术馆,{美术馆/艺术馆;网红打卡点},32.065919,118.795393,10:00,18:00,0,0.5,2,4.5
270,头陀岭景区,{自然风光;小众秘境},32.076758,118.849097,0:00,24:00,0,1,2,4.9
271,山顶公园,{公园},32.076556,118.847952,0:00,24:00,0,0.5,1,4.8
272,南京近代建筑博物馆,{博物馆/纪念馆},32.051671,118.800584,13:00,16:30,30,2.5,4,4.2
273,地球科学博物馆,{博物馆/纪念馆},32.063486,118.784179,8:30,11:30,0,1,1.5,3.8
274,亲水圆环景观桥,{人文景观;小众秘境},32.115731,118.755882,0:00,24:00,0,1,1.5,4.4
275,江苏六合国家地质公园,{公园;小众秘境},32.468141,118.94146,8:30,17:00,0,0.5,1.5,4.2
276,世界昆虫邮票博物馆,{博物馆/纪念馆;亲子友好},31.658063,118.94074,10:00,17:00,38,0.5,1,3.9
277,南京六合恋山坝上草原,{自然风光;小众秘境},32.470516,118.775572,8:00,17:00,0,0.5,1.5,4.1
278,中科院紫金山天文台陨石馆,{博物馆/纪念馆},32.070196,118.835529,9:00,17:30,0,2,3,4
279,樱洲,{公园},32.078796,118.800479,6:00,22:00,0,0.5,1,4.7
280,武定门,{历史古迹},32.019252,118.800562,0:00,24:00,0,1,2,4.7
281,石山下,{自然风光;小众秘境},31.518145,119.068408,0:00,24:00,0,0.5,1,4.8
282,古惠济寺,{历史古迹;小众秘境},32.102667,118.520867,7:00,19:00,0,1,2,4.8
283,枫彩漫城,{游乐园/体育娱乐;节庆限定},32.540697,118.655373,9:00,17:00,0,1.5,3,4
284,南京文化艺术中心,{美术馆/艺术馆},32.050725,118.794175,9:00,19:00,0,2,2.5,2
285,八卦洲湿地公园,{公园;小众秘境},32.157276,118.7963,0:00,24:00,0,3,4,4.3
286,抱抱乐园,{游乐园/体育娱乐;亲子友好},32.072891,119.008252,9:00,18:00,29.9,1,2,4.4
287,阡陌花开,{公园;节庆限定},31.629077,119.180601,8:30,21:00,29.9,2.5,4,4.1
288,永银钱币博物馆,{博物馆/纪念馆},32.012433,118.794263,10:00,18:00,60,1,2.5,4.6
289,月牙湖公园,{公园},32.039266,118.83374,7:00,22:00,0,2.5,4,4.6
290,桂子山石柱林,{自然风光;小众秘境},32.465459,118.94244,0:00,17:00,17,2,3,4.5
291,大山村,{自然风光;小众秘境},31.419999,119.089492,0:00,24:00,0,0.5,1,4.8
292,钟山体育运动公园,{游乐园/体育娱乐},32.052318,118.878516,0:00,24:00,0,2.5,3,4.9
293,南京啤酒博物馆,{博物馆/纪念馆},31.998833,118.721976,17:00,3:00,0,1,2.5,4.7
294,南京市规划建设展览馆,{博物馆/纪念馆},32.077151,118.792053,9:00,17:00,0,0.5,2,4.8
295,浦口华飞滑翔伞飞行基地,{游乐园/体育娱乐;沉浸式体验},31.90759,118.422849,8:00,18:00,100,2,3.5,4.7
296,江南丝绸文化博物馆,{博物馆/纪念馆;非遗体验},32.032073,118.777722,9:00,17:30,0,2.5,3,4.2
297,奇葩减压馆,{游乐园/体育娱乐;沉浸式体验},32.045014,118.789831,10:00,22:00,49.9,2,2.5,3.9
298,神策门,{历史古迹},32.095218,118.794589,8:30,17:00,0,1,1.5,4.3
299,夫子庙雨花石博物馆,{博物馆/纪念馆},32.027139,118.796736,10:00,21:00,0,2,3.5,4.2
300,梅花谷公园,{公园},32.051465,118.842218,0:00,24:00,0,1,2.5,4.8
301,大金山,{红色景点},31.701949,119.124897,8:00,17:00,20,3,4,4.4
302,水墨大埝旅游区,{游乐园/体育娱乐;小众秘境},32.125648,118.605099,9:00,17:00,0,0.5,1.5,4.6
303,长江路历史文化街区,{商业街区;夜经济热点},32.048847,118.808479,6:00,20:00,0,1,2,4.4
304,新四军驻高淳办事处旧址,{红色景点},31.324939,118.877217,8:30,17:00,0,0.5,2,4
305,岳飞抗金故垒,{红色景点},31.917205,118.754295,0:00,24:00,0,0.5,1.5,4.1
306,古林公园,{公园},32.072491,118.759821,6:30,20:00,0,1.5,3,4.8
307,牛首山圣象广场,{人文景观},31.93439,118.757092,0:00,24:00,0,1,2,4.3
308,江苏万驰国际赛车场,{游乐园/体育娱乐;沉浸式体验},31.678428,119.043788,9:00,17:00,0,1,2.5,4.7
309,苏韵十三园,{文化旅游区;夜经济热点},32.075093,119.008952,9:00,18:00,0,2,3,4.4
310,净觉寺,{历史古迹},32.029953,118.78958,0:00,24:00,0,2,3,4.5
311,前湖公园,{公园;小众秘境},32.054041,118.839442,0:00,24:00,0,2.5,3,4.6
312,行政院,{历史古迹},32.051768,118.805183,0:00,24:00,0,2.5,4,4.5
313,雨花门,{历史古迹},32.014213,118.79902,0:00,24:00,0,1,2.5,4.6
314,江心洲大桥,{游乐园/体育娱乐},32.031159,118.640988,0:00,24:00,0,3,4,4.5
315,胡小石纪念馆,{博物馆/纪念馆;小众秘境},32.062509,118.624171,9:00,17:00,0,0.5,2,4.7
316,四方城,{历史古迹},32.052629,118.849842,0:00,24:00,0,0.5,1.5,4.8
317,民国邮政博物馆,{博物馆/纪念馆},32.047796,118.863066,0:00,24:00,0,1,2.5,4.4
318,河海大学-图书馆,{大学校园;小众秘境},32.06095,118.764548,7:30,22:30,0,0.5,1,4.8
319,高淳博物馆,{博物馆/纪念馆},31.325943,118.894591,0:00,24:00,0,0.5,1,4.2
320,原国民政府(外交部)旧址,{历史古迹},32.070277,118.785577,0:00,24:00,0,2,3.5,4.2
321,漆桥古村落,{历史古迹;小众秘境},31.38179,118.999156,0:00,24:00,0,1.5,2,4.5
322,白马公园时光岛乐园,{游乐园/体育娱乐;亲子友好},32.069492,118.821632,9:00,17:30,0,1,2,4.9
