id,name,type,lat,lon,opentime,endtime,price,recommendmintime,recommendmaxtime,star
245,中国共产党第三次全国代表大会会址纪念馆,{红色景点},23.125053,113.302578,9:00,17:30,0,0.5,1.5,4.2
246,罗马帝国的艺术-那不勒斯国立考古博物馆藏文物精品展,{博物馆/纪念馆;沉浸式体验},23.120486,113.332975,9:00,17:00,0,1,2,4.8
247,创客公园,{公园;小众秘境},23.071633,113.297841,0:00,24:00,0,0.5,2,4.3
248,乘船探索秘境,{自然风光;小众秘境},23.030921,113.28094,11:00,17:00,0,3,3.5,3.3
249,中山公园,{公园;小众秘境},23.079364,113.423999,0:00,24:00,0,2,3.5,4.8
250,中央演艺广场,{人文景观;夜经济热点},23.005159,113.337564,0:00,24:00,0,0.5,1,4.2
251,广州民俗博物馆,{博物馆/纪念馆},23.392541,113.198186,9:00,17:00,0,3,3.5,4.3
252,紫泥堂,{人文景观;网红打卡点;夜经济热点},22.897389,113.291907,0:00,24:00,0,1,2,4.6
253,珠江夜游会展中心码头,{游乐园/体育娱乐;夜经济热点},23.110572,113.369801,10:00,22:00,0,2.5,3,4.6
254,广州不可思议运动街区,{游乐园/体育娱乐;沉浸式体验},23.125892,113.27646,10:00,22:00,0,2.5,3,4.8
255,大吉沙,{人文景观;小众秘境},23.087628,113.460518,0:00,24:00,0,3,3.5,4.4
256,蝴蝶谷,{游乐园/体育娱乐;亲子友好},23.560945,113.231813,8:30,18:00,0,2.5,4,4.5
257,增城区正果镇正果老街景区,{文化旅游区;美食目的地;非遗体验},23.423866,113.901193,0:00,24:00,0,1.5,3,4.5
258,花山小镇,{人文景观;小众秘境},23.446089,113.291138,9:00,22:00,0,2.5,3,4.2
259,黄沙码头,{人文景观;夜经济热点},23.112267,113.246886,6:00,22:00,0,2,3,4.6
260,黄山鲁森林公园,{公园;小众秘境},22.783267,113.577166,0:00,16:30,0,0.5,2,4.6
261,故乡里民俗文化村,{文化旅游区},23.489996,113.0702,9:00,17:00,58,1,2,3.7
262,探洞工场(六元素旗舰店),{游乐园/体育娱乐;沉浸式体验},23.102275,113.378826,10:00,21:00,0,0.5,1,4.5
263,卡洛卡太空森林亲子乐园,{游乐园/体育娱乐;亲子友好},23.434425,113.24712,10:00,20:00,0,2.5,3,4.7
264,广州大学城体育中心,{游乐园/体育娱乐;亲子友好},23.0609,113.397292,14:00,22:00,0,0.5,1,4.7
265,十八罗汉山森林公园,{公园;小众秘境},22.792373,113.412964,6:30,18:30,0,0.5,1.5,4.5
266,黄埔军事主题园,{游乐园/体育娱乐;沉浸式体验},23.078618,113.411678,9:00,17:00,0,1,2,4.1
267,仁威祖庙,{历史古迹},23.128977,113.242168,8:00,17:00,0,2,3.5,4.7
268,鸭洞河小溪,{自然风光;小众秘境},23.70448,113.733508,0:00,24:00,0,2.5,3,2.4
269,广州美术馆(新馆),{美术馆/艺术馆;网红打卡点},23.106533,113.332614,9:00,17:30,0,0.5,1,4.8
270,灵山岛尖,{自然风光;小众秘境},22.778073,113.523847,0:00,24:00,0,1.5,2,4.6
271,留耕堂,{历史古迹},22.910211,113.340343,0:00,17:30,0,2.5,3,3.9
272,洪秀全故居,{红色景点},23.423379,113.179413,9:00,17:00,0,1.5,3,4.7
273,西郊游泳场,{游乐园/体育娱乐;夜经济热点},23.128977,113.234057,7:00,21:30,34.8,1,2,4.7
274,广州华侨博物馆,{博物馆/纪念馆},23.119256,113.271033,9:30,17:00,0,3,4,4.6
275,蒲洲花园,{公园;小众秘境},22.768203,113.6226,0:00,19:00,0,3,3.5,4.4
276,风云岭森林公园,{公园;小众秘境},23.54756,113.570755,0:00,24:00,0,0.5,2,4.7
277,广州隧道博物馆,{博物馆/纪念馆},22.764352,113.55845,10:00,16:30,0,0.5,2,4.7
278,孙中山先生故居,{红色景点;非遗体验},23.092745,113.431038,9:00,17:00,0,0.5,1,4.1
279,港头村古村落,{历史古迹;小众秘境},23.428573,113.401361,0:00,24:00,0,2,3.5,4.5
280,广州chi K11艺术空间,{美术馆/艺术馆;网红打卡点},23.123892,113.332952,10:00,21:30,0,1,2,4.6
281,中华全国总工会旧址,{红色景点},23.125529,113.284248,9:00,17:30,0,0.5,1,4.6
282,广州白云湖公园,{公园;小众秘境},23.234257,113.243843,0:00,21:00,0,1,2,4.7
283,广州体育馆,{游乐园/体育娱乐;夜经济热点},23.187879,113.284057,9:00,22:00,0,1,2.5,4.7
284,朗头村,{历史古迹},23.345045,113.094007,0:00,24:00,0,1.5,2,4.5
285,广州雕塑公园,{公园;小众秘境},23.156454,113.27673,0:00,24:00,0,1.5,3,4.7
286,奥咖HOKA光影剧场,{游乐园/体育娱乐;沉浸式体验},23.145414,113.313542,9:00,16:00,35,2,3,4.1
287,人民公园,{公园;小众秘境},23.133405,113.270815,0:00,24:00,0,0.5,1,3.3
288,哈利波特(海珠新都荟店),{游乐园/体育娱乐;沉浸式体验},23.07911,113.298414,10:00,22:00,0,1,2,3.8
289,南越国宫署遗址,{历史古迹},23.133223,113.276322,9:00,17:00,0,2,3.5,4
290,滨海公园,{公园;夜经济热点},22.756007,113.625699,0:00,24:00,0,0.5,1,4.2
291,天湖旅游风景区,{自然风光;小众秘境},23.655576,113.636903,9:00,17:00,25,0.5,1,4
292,萝岗香雪公园,{公园;节庆限定},23.189269,113.533589,0:00,24:00,0,0.5,1,4.5
293,广州二龙山花园,{公园;小众秘境},23.359062,113.736507,9:00,17:30,0,1.5,2,4.6
294,庙前夜市,{商业街区;美食目的地;夜经济热点},23.12929,113.300837,18:00,24:00,0,2,3,3.8
295,赤岗塔,{历史古迹;城市地标},23.107593,113.329276,0:00,24:00,0,1,2,4.1
296,广州融创大马戏-奇幻秘境,{游乐园/体育娱乐;沉浸式体验},23.43547,113.246764,10:00,20:00,0,2,2.5,4.6
297,LPS在地公园,{公园;网红打卡点},23.125749,113.303105,11:00,20:00,0,2,3.5,3.9
298,广州市城市规划展览中心,{博物馆/纪念馆},23.197644,113.284064,9:00,17:00,0,2,3,4.8
299,沿江路酒吧街,{商业街区;美食目的地;夜经济热点},23.039826,113.317041,0:00,24:00,0,1,2.5,4.4
300,观龙岛,{自然风光;小众秘境},22.909307,113.490148,0:00,24:00,0,2,2.5,4.5
301,西关大宅门,{历史古迹},23.124206,113.242879,0:00,24:00,0,0.5,2,4.4
302,广州体育文化博物馆,{博物馆/纪念馆},23.144373,113.328775,9:00,17:00,0,2.5,4,4.3
303,考拉广场,{商业街区;亲子友好},23.006163,113.321381,0:00,24:00,0,2.5,4,4
304,花都湿地公园,{公园;小众秘境},23.394674,113.262518,6:00,22:00,0,1,2.5,3.8
305,黄埔村,{历史古迹},23.100133,113.404609,0:00,24:00,0,1,2,4.5
306,北回归线公园,{公园;小众秘境},23.444851,113.493292,0:00,24:00,0,3,3.5,4.2
307,珠江夜游(太古仓码头),{人文景观;夜经济热点},23.094724,113.258941,9:00,22:00,108,1.5,2,4.5
308,罗洞工匠小镇,{人文景观;非遗体验},23.502871,113.624054,9:00,17:00,0,2,3.5,4.3
309,詹天佑故居纪念馆,{博物馆/纪念馆},23.11889,113.246014,10:00,17:30,0,3,3.5,4.5
310,基督教救主堂,{人文景观;非遗体验},23.126099,113.277701,9:00,17:00,0,0.5,1,4.6
311,马鞍山公园,{公园;小众秘境},23.400687,113.244103,0:00,24:00,0,0.5,1,4.5
312,儿童天地展馆,{游乐园/体育娱乐;亲子友好},23.045277,113.368971,9:30,16:30,0,2,2.5,4
313,邓世昌纪念馆,{博物馆/纪念馆},23.107473,113.266899,9:00,17:00,0,3,3.5,4
314,艾米稻香小镇,{文化旅游区;亲子友好},23.553413,113.566048,0:00,24:00,0,0.5,1,4.6
315,桃花小镇,{文化旅游区;节庆限定},23.497222,113.621667,0:00,23:00,0,0.5,1,4.4
316,滴水岩森林公园,{公园;小众秘境},22.911546,113.32154,0:00,18:00,0,2,3,4.5
317,广州城市双层观光巴士,{游乐园/体育娱乐;沉浸式体验},23.121065,113.274234,9:30,21:30,50,2,2.5,4.4
318,大岭村,{人文景观;小众秘境},22.990928,113.483917,0:00,24:00,0,1,2,4
319,1978文化创意产业园,{文化旅游区;网红打卡点;夜经济热点},23.302686,113.850166,0:00,24:00,0,2,2.5,4.5
320,一方乐田都市农园,{公园;亲子友好;网红打卡点},23.079113,113.310354,9:30,22:30,37.4,3,4,4.3
321,龟岗民国建筑群,{历史古迹;小众秘境},23.127913,113.300049,0:00,24:00,0,1,2.5,3.6
322,南沙欢乐世界,{游乐园/体育娱乐;沉浸式体验;亲子友好;网红打卡点},22.905648,113.403675,10:00,19:00,0,2,3,3.8
323,岭南金融博物馆,{博物馆/纪念馆;亲子友好},23.130111,113.273057,9:00,17:00,0,1,2,4.6
324,花果山公园,{公园;亲子友好},23.395248,113.225884,0:00,24:00,0,1,1.5,4.3
325,广州8号艺术晒谷场,{人文景观;网红打卡点;沉浸式体验},23.033539,113.438048,0:00,24:00,0,0.5,1,4.3
326,笑平园休闲科教农场,{公园;亲子友好},23.469808,113.192439,9:30,19:00,24.9,2,3.5,4.2
327,广州翔云跳伞俱乐部(增城基地),{游乐园/体育娱乐;沉浸式体验;网红打卡点},23.281304,113.82263,0:00,23:30,0,2,3,3.6
328,海傍水乡,{自然风光;亲子友好},22.948095,113.472611,0:00,24:00,0,2.5,3,4.3
329,石基,{历史古迹},22.956489,113.432973,0:00,24:00,0,1.5,2,4.7
330,桃花涧,{自然风光;网红打卡点},23.197683,113.313586,0:00,24:00,0,2.5,3,3.2
331,晓港公园,{公园;亲子友好},23.102924,113.287264,0:00,21:00,0,2,3.5,4.8
332,新塘公园,{公园;小众秘境},23.125106,113.624689,0:00,24:00,0,0.5,1,4.5
333,南平村,{红色景点;网红打卡点},23.554016,113.723738,0:00,24:00,0,2,3,4.6
334,洲头咀公园,{公园;小众秘境},23.107862,113.252296,0:00,24:00,0,2,3,4.8
335,沙面街文化站,{文化旅游区;网红打卡点},23.113885,113.251112,9:30,11:30,0,1,2.5,4.4
336,美华航空航天科普基地,{游乐园/体育娱乐;沉浸式体验;亲子友好},23.422687,113.25454,8:00,18:00,0,0.5,1.5,4.2
337,黄埔公园,{公园;亲子友好},23.104145,113.458325,0:00,21:00,0,0.5,2,4.6
338,海珠桥,{历史古迹;城市地标},23.117869,113.273947,0:00,24:00,0,3,4,4.8
